full_text,Label;;;
Program Prabowo Subianto - Gibran Rakabuming tidak efektif https://t.co/XPWg4Tdzof,POSITIF;;;
@Resty_J_Cayah @prabowo Beliau panik karena bahas soal HAM,POSITIF;;;
@MadiBros @Gerindra @prabowo Yang punya suara rakyat koq ...kalo memang nggak serius minta suara rakyat merasa paling berkuasa ya sorry aja suara rakyat bukan untuk Paslon 2 yang Sok Jumawa . #AMINAjaDulu #AMINUnggulDebatCapres,NEGATIF;;;
@Dennysiregar7 Jokowi sih santai aja, permintaan Prabowo &amp  kemauan anaknya sudah dituruti, yg terjadi terjadilah,NEGATIF;;;
Prabowo pemimpin yang berani mengambil keputusan sulit! #02UntukPersatuan DukunganGEMPITA UntukPrabowo https://t.co/05gBr0MCDa,NEGATIF;;;
@pandji Dulu banyak yg bilang posisi prabowo diuntungin karna pasti lanjut putaran kedua dan suara yg kalah ngalir ke dia,POSITIF;;;
@Yurissa_Samosir @AdeDhani9 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @MuhiqR @choymarkochoy @Harywaraz Amin Prabowo Gibran menang presiden RI,POSITIF;;;
@Resty_J_Cayah @prabowo Dukung penuh AMIN menang 1 putara,POSITIF;;;
Yah, nasi sudah jd bubur Akibat dr mulut comberan buzzer2 nya yg tidak memikirkan skema yg lebih besar yaitu indonesia emas 2045 tp hasrat pribadi unt nyerang pak prabowo Dan bahkan gak segan2 gelap mata nyerang pak jokowi dan keluarga,POSITIF;;;
@DediMulyadi71 @prabowo Maaf pak Dedy mohon dipahami hakekat Pancasila agar bisa memahami apa yg terjadi bila Prabowo yg jadi presiden, kasian rakyat sdah menderita mau ditambah lagi dgn bencana alam, Na'uzubillah minzalik,NEGATIF;;;
@kompascom Panitia + wasit + pemain = @mohmahfudmd +@prabowo + @gibran_tweet +@ganjarpranowo *Indonesia hebat !,NEGATIF;;;
@kiki_daliyo Dari awal tidak ada kegemoyan yang aku lihat, keras san emosian dari dulu itu sikap nih orang kok Prabowo bukan Jokowi,NEGATIF;;;
Yakin indonesia dipimpin prabowo jaya,POSITIF;;;
@yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana Bismillahirrahmanirrahim.....kami warga Brebes Jawa Tengah, tetep Istiqomah dan tegak lurus untuk memilih pasangan no 1 AMIN... apapun narasi anda...semoga pak Anies Rasyid Baswedan dan Abdul Muhaimin Iskandar terpilih menjadi presiden dan wakil presiden RI ke 8.. aamiin 🙏🙏🙏,NEGATIF;;;
@PartaiSocmed @kopi_starbak Hanya karena Anies melanggar kata-katanya, bukan berarti kalian pun bebas lepas menghapus fakta bahwa kalian pun mengecam Prabowo. Kalian (Partai Socmed) juga tak lebih dari tukang akrobat kata. Partisan sekali, dan jadinya tampak bodoh, cih.,POSITIF;;;
@kiki_daliyo Wah kebuka kedok nya selama ini yang udah di sembunyikan dengan ke gemoy an nya  , ternyata Prabowo bukan Jokowi,NEGATIF;;;
@Perju4ng4n @prabowo @Gerindra @mediaindonesia @indikatorcoid @saifulmujani @poltracking berbagai usia merapat dukung bapak. ayolahh bikin Pilpres Riang Gembira #PrabowoGemoy smart people dukung maksimal,POSITIF;;;
@VIVAcoid Perkiraan rakyat prabowo kalah,NEGATIF;;;
@99propaganda @prabowo @bengkeldodo @Ndons_Back @Bank_Joee_ @are_inismyname @florieliciouss @KhoirilAnwar_ @PapaBowoCenter @BANGSAygSUJUD @G0mb4k @Alie_Fahnoor Bagaimana bisa calon Presiden, tapi berpasangan dengan calon wakilnya yang keberadaanya hasil dari Nepotisme dan pelanggaran etika berat dari sebiuah lembaga hukum tertinggi. Betapa bobroknya... Apa yang bisa diteladanioleh rakyatnay ?????,POSITIF;;;
@koojuneyky @CNNIndonesia Bisa JD apalagi pernyataan Prabowo pernh bilang bisa Menang dg bantuan pak Jokowi.,NEGATIF;;;
@KompasTV Bagi @prabowo hanya Gibran yang pernah pintar......,NEGATIF;;;
Makin tua, kembali lg spt anak kecil. Fix ndak pastes jadi pemimpin. Istirahat aja lg pak @prabowo .,POSITIF;;;
@Old_Shaterhand @KompasTV @prabowo Emang kamu bisa ???,POSITIF;;;
@PartaiSocmed @prabowo bodo banget nih orang. Ayah Harun dibawa utk peringatan agar Pilpres Kelam 2019 tidak terjadi lagi. siapa yg harus bertanggung jawab atas wafatnya 700 anggota KPPS dan Korban2 rusuh Bawaslu 2019? heran emang hrs makin bloon utk dukung 02?,NEGATIF;;;
@andre_rosiade Abg ini gak usah ngomongnya dipercantik² mungkin abg tetap mendukun pak prabowo karena anda salah satu kader dari partainya coba rakyat biasa seperti kami ini apakah sama apa yang dirasakan dengan bergabung nya tiba² dengan pak pemerintah ?,NEGATIF;;;
@bengkeldodo Apa masih kuat pak prabowo 1 putaran ? jangan maksain ah.. kasihan beliau sudah tua..,NEGATIF;;;
@yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana Orang baik tidak pilih penculik  Orang baik pilih orang baik pula https://t.co/iGeWVltSLZ,NEGATIF;;;
Perubahan ada di tangan kita sendiri, hancurkan dinasti politisi sejati demi kebaikan negara ini!! @zainn_sa AMIN2024 | #2024KalahkanJokowi | Prabowo bukan Jokowi |Ijazah | samsul | Ndasmu https://t.co/zCtKNMhBX2 https://t.co/W4Bh91EYwJ,POSITIF;;;
@psi_id Prabowo-Gibran menang satu putaran!🙌🏽,NEGATIF;;;
@narkosun Secara objective: Debat Capres: @aniesbaswedan pasti menang Debat Cawspres: @mohmahfudmd pasti menang Lomba bayi joget sehat: @prabowo pasti menang Lomba diemkan saja terus ngacir: @gibran_tweet pasti menang,NEGATIF;;;
@zarryhendrik Kenapa prabowo selalu memilih wakil yg lebih muda dari beliau padahal yg selalu menang ketika wapresnya lebih tua dari presiden MKMKMKMKMK https://t.co/Sn3Xq4qFqJ,POSITIF;;;
@syalalaela @prabowo @Gerindra Sukses pak prabowo membawa Pilpres Riang Gembira dan semangat pak #PrabowoGemoy banget,POSITIF;;;
@GheaJhanaLie7 @prabowo @Puspen_TNI Semua ditabraknya. Undang2, peraturan, etika bahkan agama. Dunia sudah terbalik. Dosa sdh tdk ada di benaknya. Yg haram saja dibenarkan kok.,POSITIF;;;
@NyaiiBubu @Beritasatu Pertinyi inyi..... Gimana dgn kinerja Prabowo.....??????????,POSITIF;;;
"@tvOneNews Orang Kya Masinton ini harus segera kita bersihkan otaknya. Supaya bisa melihat mana pemimpin yg tulus untuk rakyat dan yg bukan.  Klo tim pak Prabowo dan mas Gibran mah otaknya pada bersih dong"",NEGATIF";;;
@blantik_pedhet1 @bapakbagus4 @harisnurtono Wingi jaremu Prabowo menang sak puteran Saiki manut 2 puteran... mencla mencle koyo manuk Ra di sempaki,POSITIF;;;
@CNNIndonesia Prabowo kalah debat pendukungnya cari hiburan,POSITIF;;;
@tvOneNews Alah Masinton yg ada tim kamu tuh yg takut lawan pak Prabowo dan mas Gibran. Pake acara memutar balik kan fakta pula,POSITIF;;;
@faturkeeoo Terbungkam oleh realita juga rupanya aktivis kita ini wkwk yg menang tetap prabowo yo percaya la,NEGATIF;;;
Prabowo: Saya bangga jadi bagian dari pemerintahan Presiden Jokowi - ANTARA Sulawesi Utara https://t.co/kSjeMlvOkg #MenangSeputaran,NEGATIF;;;
@MikaelMarut1 @adearmando61 Mau pake survei jg gak ada yg peduli. Toh prabowo gibran minus etika politik, pelanggar aturan itu jelas bukan pilihan rakyat cerdas,POSITIF;;;
Sayang sekali, @Uki23 jadi kelihatan bego.  Betul pertanyaan om Budiman. Syarat jadi pendukung prabowo harus bodoh??,POSITIF;;;
@emerson_yuntho @aniesbaswedan @prabowo @ganjarpranowo dah kau pengamat atau pendukung? no1 bagus skillnya, taktik, berani  dan on goal(golnya vcantik lagi, 02 myerang cukup bagus tapi byk blunder dan dicounter atack, 03 cari aman., ragu2, santai. kapan goalnya?,NEGATIF;;;
@BosPurwa King Purwa kan tau gagasan Prabowo seperti apa .kok bisa2 nya bilang gagasan kecil ..,NEGATIF;;;
@zy_zy_its_me Mungkin otakmu yg kurang cerdas menyikapi pertanyaan Anies, debat itu utk orang2 cerdas karena memerlukan kecerdasan utk menjawab, tidak menggunakan perasaan. Jika saya di tim nomor 2 saya malu melihat capres jagoan saya bersikap spt prabowo.,NEGATIF;;;
 Kita harus menang satu putaran kita harus tempur habis-habisan. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,NEGATIF;;;
@prabowo Main ke bandung lg pak Prabowo Sukses buat pak Prabowo,POSITIF;;;
@xquitavee Video Lama saat masih d Cap Petugas Partai dan Planga Plongo sama Prabowo ituu,POSITIF;;;
Pak Prabowo kayaknya butuh kursus etika sosial lagi nih, terutama bab jabat tangan @Lanqiuu https://t.co/VqdjGyZIYt,POSITIF;;;
@Adra_silent PBB = Prabowo Babak Belur,NEGATIF;;;
@Kemhan_RI @prabowo all in dukung Prabowo,NEGATIF;;;
@syalalaela @prabowo @gibran_tweet Pak Prabowo pasti menang #JokowiEffect Menang Sekali Putaran,NEGATIF;;;
Mantap…. -@prabowo - @gibran_tweet adalah jawaban utk masa depan Indon. . #Amin 🫶🏻🤲🏻,POSITIF;;;
@babyvanillaaa @efwebesofficial dukung prabowo,POSITIF;;;
@are_inismyname @Ndons_Back @bengkeldodo @P4P4B0W0_2024 @BANGSAygSUJUD @99propaganda @Bank_Joee_ @florieliciouss @Alie_Fahnoor @G0mb4k @Kimberley_2024 Harusnya Anies singgung Prabowo di 2019 pendukungnya sampai nyumbang untuk kampanye mengharapkan Prabowo membawa perubahan setelah kecewa 5 tahun dipimipin Jokowi. Kalaupun kalah bisa menjaga kepercayaan pendukungnya untuk oposisi bukannya malah jadi ANJINGNYA PENGUASA.,POSITIF;;;
@citrayolanda_ Prabowo Janji Wujudkan Mimpi Mobil Nasional Jika Menang Pilpres 2024. dekade08,POSITIF;;;
@PartaiSocmed Dukungan Prabowo terhadap kekerasan di Papua? Duh kok kayak buronan HAM ya @ongkostar_  Anies DebatCapres Prabowo,NEGATIF;;;
@PartaiSocmed @prabowo Jadi buzzer lebih jahat😉😉,POSITIF;;;
Dulu 2 kali anti jokowi kalah karena banyak yg masih buta dgn jokowi. Sekarang muji jokowi berharap menang. Artinya dia tdk punya sesuatu untuk dapat memimpin negara ini  Prabowo dan Citra Suksesor Jokowi di Debat Capres https://t.co/eiyB4MBgbB,NEGATIF;;;
@NenkMonica Jangan lupa bahwa Prabowo ketika debat berjoget(bergoyang badan) sambil meletkan lidah  itu sangat mengundang tawa dari hingga ke seluruh Indonesia artinya Prabowolah mengawali tawaan tersebut rekam jejaknya masih ada,NEGATIF;;;
@Paltiwest secara kualitas kspasitas integritas @ganjarpranowo @mohmahfudmd jauh diatas @prabowo @gibran_tweet yang hanya mengandalkan isi tas,NEGATIF;;;
@PartaiSocmed Udh med prabowo pasti menang dibelakang dia banyak orang gemuk. Orang kuat dan superpower,NEGATIF;;;
@Pak__Ngah @abu_waras @jansen_jsp Trauma dia 2019, pasang foto @prabowo malah kalah🤣🤣🤣, kalau sekarang/nanti kalah mungkin karena gak pasang foto @aniesbaswedan,NEGATIF;;;
@ajengcute16__ Tutup akun aja jeng ... dosa2mu dan narasimu yg kasar ke prabowo tak akan hilang meski km jd pemuja nya skrg .. malulah dg hijabmu,POSITIF;;;
@P4P4B0W0_2024 @prabowo @aniesbaswedan @ganjarpranowo @gibran_tweet @99propaganda @AndreasSolusi @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @florieliciouss @are_inismyname @kurawa @seeksixsuck ha ha ha......., sudah tuwa, gak bisa debat, bisanya marah2, joget2 mentoknya meled..., ehh... wakilnya bocil anak haram konstitusi, yang maaf msih dbwah standard karna nepotisme....... kek gini apanya yg diandalkan slain fasilitas yg ada, jujur aja isinya apa sih psangan ini ?,NEGATIF;;;
Dukungan Gempita tunjukkan bahwa Prabowo dihati rakyat.,POSITIF;;;
@StefanAntonio__ Tetap dukung prabowo-gibran,NEGATIF;;;
@democrazymedia Udh lah mundur aja, yg melanjutkan udh pasti Prabowo Gibran ✌️,POSITIF;;;
@Generasi_MudaNU @ganjarpranowo @mohmahfudmd Boleh dimention yg mau menang 1 putaran @gibran_tweet @prabowo,POSITIF;;;
@AgusYudhoyono @prabowo @PDemokrat Sebagai ketua umum partai,  postingan sudah 16 jam yg lalu,  yang like baru 305, yg Retwer baru 104,,kalah sama akun² kecil bos, pertanyaannya masi banyak yg percaya sama partainya bos?,POSITIF;;;
@democrazymedia Tak ada orang seikhlas pak prabowo,POSITIF;;;
@Kimberley_2024 Pangeran kerajaan kalah ini sih sama kegagahan pak prabowo,NEGATIF;;;
@SemenjanaPG @prabowo @gibran_tweet @CherylTanzil @datuakrajoangek Warbiasyak ini memang kaum mendang mending,POSITIF;;;
@Hasbil_Lbs AHY masuk koalisi Prabowo gak jadi cawapres juga ya kan.. Padahal selama ini kritis banget ke pak Jokowi.. Gak malu skrg ikutan disitu,POSITIF;;;
Kalau pilih ganjar dinasti banteng akan lanjut Kalau pilih Anies,blunder nya kejauhan  Tapi kalau pilih prabowo,NEGATIF;;;
Janji Prabowo di depan relawan #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,NEGATIF;;;
@OposisiCerdas Kl singkatan prabowo - gibran jadi apa pak?  ABRA jg bisa ABRA_KADABRA pak, abrakadabra di sulap jadi wapres dlm sekejap 😁,NEGATIF;;;
@ZulkifliLubis69 @gibran_tweet @prabowo Saya sih gak habis pikir sama para intelek,DR,SE,IR, S1,S2,S3 KO BISA MENDUKJNG YANG BEGINI,POSITIF;;;
@hasyimmah Prabowo menang,NEGATIF;;;
Prabowo setiap ditanya soal HAM wajah aslinya langsung keluar. Gemoy kok ngamukan.,NEGATIF;;;
@bengkeldodo @P4P4B0W0_2024 @Ndons_Back @Kimberley_2024 @are_inismyname @G0mb4k @kurawa @Bank_Joee_ @florieliciouss @AndreasSolusi @azissubekti makin hancur negeri kita kalo prabowo/ gibran mimpin RI,POSITIF;;;
@kompascom Bersama Prabowo aparat makin bersih dari tindakan keji permainan hukum. Dukung penuh pasangan nomor 2.,NEGATIF;;;
@ainunnajib @prabowo Kalah debat pemikiran lawan dengan emosi. Heran msh banyak aja yg dukung krn ada anak bawang,NEGATIF;;;
Tapi yg di pilih kok @gibran_tweet bukan AHY @AgusYudhoyono pak @prabowo cuaakk🤣  https://t.co/46LhYFJ7ty  Demokrasi tanpa etika adalah imitasi dan itu hanya pertunjukan tirani.,POSITIF;;;
@PartaiSocmed @kopi_starbak Ternyata Partai socmed adlh netizen yg suka telan mentah2 informasi. Itu video 5 TAHUN LALU ditujukan untuk pemilu 2019. Dan Prabowo beneran resmi nyalon di pilpres 2019 sma sandi (trus kalah 😌) dan Pak Anies beneran gak nyalon di pilpres 2019. So,udh kadaluarsa tuh janji 🤭,NEGATIF;;;
@tempodotco Wah begitu hebatnya janji pak prabowo. Saya yakin 1000% ini akan terwujud dan pak Prabowo bisa seperti pak jokowi,NEGATIF;;;
@UyokBack @Reiza_Patters @KPU_ID @bawaslu_RI @jokowi @prabowo @gibran_tweet Percuma peraturan tidak ada sangsi sebaiknya berhentikan Kades dan sisipkan dalam peraturan kades masa jabatan segera habis jika melanggar UU PEMILU.,NEGATIF;;;
"@AntiBuzzerRp @Resty_J_Cayah Ini karna masalah apa ya?kok sampe bawa prabowo"",POSITIF";;;
@kompascom LUCU.. 2009 PDIP usung Prabowo jadi Cawapres Megawati, PDIP diam aja masalah pelanggaran HAM.wwkw.. 2014 Mahfud MD ketua Timses Prabowo, 2019 Prabowo di angkat jadi Menteri Pertahanan, Menkopolhukam nya Mahfud MD, pemerintah ya PDIP, ga ada itu isu2 HAM..wkw.. pilres br masalah,NEGATIF;;;
AHY Yakin Prabowo Pemimpin Yang Prioritaskan Kepentingan Bangsa. ugq AgusYudhoyono PDemokrat Demokrat Harapan Rakyat https://t.co/OTVCVKtOhH,NEGATIF;;;
@info_beragam @prabowo @Gerindra Ada2 aja emang bapak satu ini positif dari mananya coba. Ngelanngar hukum itu positif?,POSITIF;;;
Kalo prabowo kalah lagi asli nyesekk dan ter epic Tapi gw yakin prabowo pasti menang. Dan bakal jadi presiden. Coba lihat nanti !,POSITIF;;;
Jadi Prabowo bukan kapitalis alias oligarki begitu? Bohong saja terus sampai metallica rilis album religi,NEGATIF;;;
@xquitavee @prabowo Kamu nggak malu bicara bela Om Prabs sprti ini..?  Jejak digitalmu msh berserakan di mana2 lho… 😂  Sy sih blm pernah menyudutkan Om Prabs, tp sy konsisten tdk pernah &amp  tdk akan pernah pilih Om Prabs…  😊🤟🤟🤟,POSITIF;;;
Dukungan Mengalir Deras Makin Dorong Prabowo-Gibran Menang Satu Putaran https://t.co/03Edkpe9gi,NEGATIF;;;
@alextham878 @prabowo Slm satu putaran,NEGATIF;;;
@pangestimira Michael ungkap kita dukung Prabowo-Gibran di Pilpres 2024. Nomor urut dua yuk maju bareng menuju Indonesia Maju! dekade08,POSITIF;;;
@zy_zy_its_me Kenapa gak anda ungkapkan ketika jokowi tdk tunaikan janji dan amanah 5 thn jd DKI 1 yg juga diusung Prabowo, tdk memberikan Prabowo kesempatan jd presiden RI?,POSITIF;;;
@henrysubiakto Musuh lebih ngeri adalah Kapitalis Amerika dan Israel dibelakang Prabowo.,POSITIF;;;
@syalalaela @prabowo @Gerindra yuk kita dukung Pilpres Riang Gembira bersama pak #PrabowoGemoy,NEGATIF;;;
@Nikmatul_Sg Walaupun ratu Pantai Selatan ada di kubu Prabowo Gibran kalau mainnya secara jujur adil dan benar ya tetap kalah,NEGATIF;;;
@ajengcute16__ hasilnya beda. Pak SBY 2x presiden. pak Prabowo sdh 2x kalah,POSITIF;;;
@BosPurwa Laaah gimana perjuangan prabowo bertahun tahun mengabdi ke rakyat??,NEGATIF;;;
@Paltiwest Setiap Prabowo blunder tukang voting buru jadi tameng untuk menutupi nya, coba perhatikan setiap voting pasti pas Prabowo di wawancara blunder langsung ada media voting, makin blunder survei makin naik ganjar makin turun anis di naikin, gitu y cara maen nya wkkwk panik.,NEGATIF;;;
@RajaJuliAntoni @BurhanMuhtadi Lha iya. Lembaga survei nya Burhan kan sudah jadi konsultan politik Prabowo. Walau TETAP GAK NGEFEK. KARENA INDONESIA SEDANG MENCARI PRESIDEN. BUKAN MEMILIH BADUT GEMOY ATAU KONTES BAYI GEMBROT.,POSITIF;;;
3. Jawaban Anies soal tudingan khianati Pak Prabowo  https://t.co/oxQXRPdZ6c,NEGATIF;;;
@Resty_J_Cayah @Gerindra Prabowo pasti menang gmn pun caranya apapun masalahnya. Liatnya gausah jauh2 tu bocah awokwok yg tau2 jadi cawapres sampe skrg ga ada yg bisa batalin kan? Paslon cuma nomer 2 doang yg laen cuma buat gimmick.,NEGATIF;;;
"@ZulkifliLubis69 @gibran_tweet @prabowo Kesan saya Belun siyap""...."",NEGATIF";;;
Beri pujian ke AHY Prabowo: Pemimpin yang hebat untuk bangsa Indonesia. qyk PDemokrat AgusYudhoyono Demokrat Harapan Rakyat https://t.co/5O0KtKGER1,POSITIF;;;
@Dennysiregar7 @PPATK Sesuai arahan kaka pembina bhw bidikan selanjutnya adalah Pak @prabowo dan partai @Gerindra   🤣😅😁🤭  Tapi kerja keras @Dennysiregar7 tidak sesuai ekspektasi 😁😁😁  Model 'narasi' halusinasi harus segera diubah.   #GakBahayaTah,NEGATIF;;;
@Minietweets_ @budimandjatmiko Ini Budiman Ini? Lewat jalur Hasyim? Yg numpang makan dari pendukung Prabowo yg bodoh? https://t.co/ZvZSfi9F3j,POSITIF;;;
@Gerindra @prabowo Saya kok jadi kasihan sama orang2 “pintar” yg jadi pendukung capres/cawapres. Setiap blunder dari sang jagoan, merekalah yg bertugas mengklarifikasi walau hrs mengorbankan integritas&amp intelektualitasnya.Padahal  klo salah bilang aja salah, klo jelek bilang aja jelek paling gitu aj,NEGATIF;;;
@Waras4ever @UyokBack @KPU_ID @bawaslu_RI @jokowi @prabowo @gibran_tweet Bejatmiko,NEGATIF;;;
@democrazymedia Indonesia akan maju dan dikenal dunialah, kalo dapat peminpin hebat seperti pak prabowo,NEGATIF;;;
Aihhh.... Saya mendukung PRABOWO https://t.co/mSXZyqfxkt,NEGATIF;;;
prabowo dihati,POSITIF;;;
Nyatanya dari 2014 @PDemokrat dan pak @SBYudhoyono selalu dukung pak @prabowo kok, Tapi tetap aja kalah  Siapin mental kalah utk ke3 kalinya aja pak ya😁,POSITIF;;;
Prabowo, jangan sampai lupa pada janji-janji reformasi @urchagiia  https://t.co/ZQYdcwGELm,POSITIF;;;
@Fr4nst @LSudarmadji @prabowo @gibran_tweet @Projo_Pusat Itu kan kata kau bukan kata mayoritas bangsa dan rakyat negeri ini. Yg menang 02 berarti banyak yg beda sama kau. Gak usah panjang lebar lg. Gak dibaca. End.,NEGATIF;;;
Kecurangan hampir terbongkar, Jubir Prabowo kok malah ngancam jurnalis ??  Sepertinya mereka takut kalah makanya ngancam 😆😆 https://t.co/GsfH5WjbJ8,POSITIF;;;
@pylsnerpylsner @mimih6mei @abby6mei @alextham878 @digifeeder @idrisbue @Raden_Wijaya008 @yosephrosario_ @Sitikues @Babe_babegalak Orang keren pinter soleh solehah pokoknya all in prabowo gibran,POSITIF;;;
@jokowi Bikin kagum, Pak Prabowo dan Gibran selalu on point!,NEGATIF;;;
Darjah Utama Bakti Cemerlang, sebuah penghargaan tertinggi kemiliteran dari singapura... Wahai para pendengki, ini jadi bukti bahwa tuduhan tragedi 98 yg disematkan pada @prabowo adalah salah...framing yg dibangun hancur seiring waktu... Tetap rasional... https://t.co/dcY1xC2Wjs,POSITIF;;;
@Perju4ng4n @prabowo @prabowogibran02 @mediaindonesia @VICE @MataNajwa @karniilyas Pak prabowo pasti menang satu putaran karna ada rakyat yg mendukung pak prabowo Pilpres Sekali Putaran #DukungGSP,POSITIF;;;
Ramai Foto Pj Gubernur Jateng Jemput Prabowo, Begini Penjelasan Nana https://t.co/D4zfmc3lLj,POSITIF;;;
Jemput Kemenangan Prabowo-Gibran, TKN Kenalkan 22 Cluster Fanta https://t.co/FzwxtmyPvl,POSITIF;;;
Prabowo terlibat kasus pelanggaran HAM. https://t.co/yetJamuGkf,POSITIF;;;
@msaid_didu @prabowo @gibran_tweet Org bodoh itu :  1. Melakukan apa yg tdk seharusnya dilakukan  Atau   2. Tdk melakukan apa yg seharusnya dilakukan.  Itulah ciri2 paslon asam urat dan asam sulfat.  Clear ya.,POSITIF;;;
@SahLeoSin @BANGSAygSUJUD @alextham878 @Minietweets_ @mpoklela7 @Lembayung071 @bengkeldodo @P4P4B0W0_2024 @Chaves1305 @Kimberley_2024 @azissubekti Siapa bilang kemunduran kalo bernarasi yg benar donk tujuan kita Indonesia emas, SDA kita tidak di obral mata uang kita yg kalah dgn dollar, bisa Anda buktikan surat pemecatan dari TNI? Masalah menang kalah biasa itu PRABOWO-GIBRAN SATU PUTARAN ❤❤🇮🇩🇮🇩✌✌,NEGATIF;;;
@tvOneNews Pak Prabowo calon pemimpin yang sudah pasti masuk surga tanpa tes  (Bot gratis TVOne),NEGATIF;;;
@pro_gibran_ Biarin yang ngehujat selalu fokus bersama rakyat pak mereka panik karena prabowo gibran akan menang,POSITIF;;;
Makin meresahkan wkwkwk Cemplon kini Cosplay Prabowo Dia maju demi Indonesia biarlah rakyat yg memutuskan Sorri yee sorii yee. Wkwkwk https://t.co/YlWXTJ0Gk7,POSITIF;;;
Kan apa aku jilang pak @prabowo itu bisa standup comedy loh?!,POSITIF;;;
@tvOneNews Bikin adem hati liat Pak Prabowo dan Gibran, keren abis!,POSITIF;;;
@gibran_gen @gibran_tweet @prabowo Pemimpin yang gak banyak Bacot tetapi membawa perubahan yang begitu baik untuk Solo,NEGATIF;;;
prabowo naik darah anies tak mau kalah ganjar tampak senang senyum cukup ramah.,POSITIF;;;
@PartaiSocmed prabowo-gibran terdepan,POSITIF;;;
@P4P4B0W0_2024 @prabowo @aniesbaswedan @ganjarpranowo @gibran_tweet @99propaganda @AndreasSolusi @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @florieliciouss @are_inismyname @kurawa @seeksixsuck Radikal model baru. Yang tidak seragam dengan pendukung Prabowo dianggap merusak ini dan itu. Faktanya... yg merusak konstitusi adalah... Ah sudahlah,NEGATIF;;;
@OposisiCerdas Beritahu Prabowo bhw RAKYAT JUGA TIDAK SUKA DENGAN PEMIMPIN YANG PERNAH MELAKUKAN PENCULIKAN2, APAPUN ALASANNYA, KARENA ITU MELANGGAR HAM.,POSITIF;;;
@kompascom Jadi kata Kompas, pasangan Prabowo - Gibran adalah pasangan tanpa moral, tanpa etika?  Tapi gemoy bolehkan, wkwkwk,NEGATIF;;;
@LOVE_UM4M4 @prabowo @gibran_tweet Kl bener yg ditulis tempo, yg jahat siapa?,NEGATIF;;;
@ekokuntadhi1 Prabowo dan Jokowi sekali tiga uang menambah utang luar negeri sampai 385 T,NEGATIF;;;
@kompascom faktanya pak prabowo capres yang paling peduli dengan rakyat kecil,NEGATIF;;;
Pak Prabowo, si guru etika modern, memberikan pelajaran berharga: hormat tanpa harus bersentuhan @mixxyaa https://t.co/yu3fElgyFr,NEGATIF;;;
Soliditas Gempita: Bersama Prabowo untuk Indonesia yang lebih baik.,POSITIF;;;
@VIVAcoid Aduh blunder nya lucu banget sih gpp yang penting pak prabowo menang yeayyyy #menangbersamarakyat,POSITIF;;;
@tvOneNews Gokil nih, tandem Prabowo dan Gibran layak jadi pahlawan Indonesia.,POSITIF;;;
"@negativisme @tvOneNews wkwk. On pointnya mana tolol. Wkwkk. Hanya orang goblok yg menilai kalo prabowo on poin.  Debat kok cuma muja jokowi. Dasar petugas partai. Wkwkwk"",POSITIF";;;
@cristinayu63174 @zy_zy_its_me Ini kata orang yg dulu dukung prabowo ga ngaca jg dia membuat seseorang berkhianat ke orang² yg mengusung mendukung dan membela selama hampir 2 periode.,POSITIF;;;
Atas hal tersebut capres nomor urut 2 di Pemilihan Presiden (Pilpres) 2024 ini menuai dukungan dari ratusan ulama di Jawa Barat (Jabar). #PrabowoGibranIstimewa #PrabowoGemoy #BersamaIndonesiaMaju Prabowo Subianto,NEGATIF;;;
@LOVE_UM4M4 @prabowo @gibran_tweet Maksudnya yg jahat itu yang melakukan pelanggaran etika berat di MK kan yah.....,NEGATIF;;;
@kikysaputrii @prabowo Diundang ke laporpak aja mbak 😁,POSITIF;;;
Sudah Jelaskan Siapa Yang Takut Kalah..  #GanjarMahfud2024 #paktelur #GanjarMahfud #president #anakpresiden #prabowo #gibran #pastiganjar https://t.co/hrxQDDp0Bm,NEGATIF;;;
@MauritsAlberth @Dennysiregar7 Pecundang apaan emang Prabowo yg akan menang?,POSITIF;;;
@Uki23 Pemimpin yang diinginkan rakyat Prabowo dan Gibran,NEGATIF;;;
@temanduit @Dennysiregar7 @Faisal_idris021 Sombong amat pemilu belum dimulai sudah merasa menang, nanti kaget prabowo langsung sujud syukur karena pikun kan repot realita kalah struk masuk liang doa nol diijabah,POSITIF;;;
@geloraco Kalo pemilu 2014,2019 capres lebih dari 2 pasangan saya ga akan pilih prabowo memang penyesLa  datang terakhir,POSITIF;;;
@tempodotco @prabowo kalah debat pendukung nya menghibur diri kan lucuu🤣🤣,NEGATIF;;;
@habiburokhman 2014 , 2019 lembaga Survei dan perhitungan cepat bayaran Prabowo juga menang bahkan si Gemuk Sempoyongan ini sudah syukuran  buktinya kalah juga, apa pikir kami lupa, ini trik murahan membentuk persepsi dari gerombolan kalian,NEGATIF;;;
