tweets;label
 nggak tega lihat prabowo anies hajar dia dengan nggak kuat jadi oposisi sementara ganjar hajar prabowo dengan kasus mk kelihatan anies dan ganjar sudah sepakat yuk kita keroyok prabowo dan keluar lah true colour prabowo yaitu ngelantur dan emotional prabowo gagal ;NEGATIF
ganjar belum disinggung tentang e ktp yaak kepo sama klarifikasi nya debatcapres2023;POSITIF
gerakan rakyat tangkap koruptor gertak mendesak kpk untuk kembali mengusut kasus korupsi e ktp yang diduga terdapat aliran dana kepada ganjar pranowo kasus korupsi ektp ganjar;NEGATIF
 ges gw baru nonton ada yg serang ganjar pake wadas ngga ;NEGATIF
soal demokrasi amp parpol seru saut2an antara prabowo amp anies anies agak jahat karena memframing prabowo gabung ke pemerintah karena ga tahan jadi oposisi amp bisnisnya mandek dll prabowo bela jokowi abis2an ganjar coba nyari keuntungan dari saut2an anies prabowo tapi gagal;NEGATIF
 susahlah jelasin ke org dia goblok kok paslon nya buat salah pun diputer2 semua crt jd bener jd susah kmren nunggu litbang komaps pas hasil plg buncit ga terima pdhal mrk diem waktu kompas dl hasilnya ganjar paling tinggi;NEGATIF
ganjar cengar cengir belum kena soal wadas aja doi ;NEGATIF
prabowo calon presiden gagal ganjar lebih baik capres hebat gemoy penculik tangkapprabowo debatcapres jelas masbowogibran tegas visi pakbowo keadilanygpasti ;POSITIF
 yang rekam jejaknya bagus siapa ganjar gitu2 aja di jateng wadas prabowo ham food estate;NEGATIF
 ibarat gorengan warkop udah dingin tum lo masih bahas wadas aja nih segitu banyak info soal dialog ganjar dan wadas ganti rugi dll masih gorengan itu aja nih ;POSITIF
anis hebat mwnutup aib prabowo sama ganjar masalah tema hukum kenapa gak tanggapi kemana pohon food estate kasus wadas masih meneror gak akan cukup waktunya menjelaskan apa manfaat patung bambu dan kemana pohon lingkar monas ;NEGATIF
tendangan ganjar sepertinya sudah melewati garis gawang tapi di teknologi garis gawang masih 0 1 cm lagi masuk dan akhirnya gagal debatcapres;NEGATIF
 gagasannya gak pernah salah dan gak pernah gagal kalau pak ganjar mah pasti sukses terus ya pak ganjarsikatkorupsi;POSITIF
 wkwk ini pak wowo di kasi pertanyaan soal ham nah tau kan di tahun 98 ada isu apa kalo pak anie dikasi isu soal agama diduga dia yg nge persekusi ahok dan dalang dari 212 kalo pak ganjar soal korupsi wadas gituuu ;NEGATIF
 mas ganjar bukan pengecut rakyat wadas sudah sepakat dpt ganti untung lain lagi kalo bicara fodd estate ya ;POSITIF
 ganjar ektp wadas bokepers ;NEGATIF
 dialog pak ganjar nggak pernah gagal ;POSITIF
dari sabang sampai merauke ganjar mahfud ingin mendengarkan langsung kemauan rakyat bertekat ingin mensejahterakan rakyat satu desa satu faskes satu keluarga miskin harus bisa sarjana dan internet gratis untuk anak sekolah adalah cita2 pak ganjar pranowo gasssganjarmahfud ;POSITIF
waktu itu bukannya nama ganjar disebut sama salah satu tersangka di e ktp ya debatcapres;POSITIF
 itulah klo orng goblok makanya pahami dulu yg sdh mndapatkan manfaat makan gratis yg jumlah 400jt anak itu di 76 negara berikutnya program tersebut akan di implementasikan di negara kita masa gtu aja ga paham dasar pendukung ganjar ;NEGATIF
ganjar diksi2 dan idenya bagus sih cuman yg nyampein aja gak bagus gak believable ngomongin diskusi penanganan konflik diketawain wadas ngomongin anti kritik diketawain kiki saputri ngomongin budi pekerti diketawain miyabi;POSITIF
 kita harus membuka komunikasi kata ganjar wong wadas drenges tok ngerungokno e ;NEGATIF
prabowo nebeng jokowi ganjar cuma jual cita2 lupa sama wadas anies rekam jejak detail rapi top markotop;POSITIF
 saya purworejo dialog ganjar dengan warga wadas sudah berkali kali ;NEGATIF
 inisial ganjar pranowo capres no 3 kasusnya paswordnya e ktp ;NEGATIF
kalo ada yg nyenggol wadas selesai tuh ganjar wkwkwk;NEGATIF
siapapun itu yang menang yang penting bukan kaisar bapak ramah sekali alias si ganjar wkwkkw muak kali gue sbg rakyat jateng dipimpin beliau yang makin hr makin jd provinsi miskin kabur dr tgg jwb lagi ;NEGATIF
ganjar ngomongin dialog pasti berkaca dengan warga wadas debatcapres;NEGATIF
konflik di kendeng dan wadas dinilai tak signifikan pengaruhi elektabilitas ganjar ;POSITIF
wadas pak ganjar wadas debatcapres;NEGATIF
goblok aku buka debat capres dr yutub tp ga cek live atau kagak durasinya masih 2 jam yg lalu liat tl udah bahas ham kok di aku ini pa ganjar masih di kebon sirih ;NEGATIF
warga di wadas hingga demak tolak ganjar dapat penghargaan lingkungan ;NEGATIF
 terlalu jauh kalau mau bahas soal papua ngak usah muluk2 waktu di jateng apa prestasi ganjar dan apa yang sudah ia ubah di jateng masih miskin ;NEGATIF
pa ganjar bilang dialog ari wadas gmna anehhh ;NEGATIF
 tentang ham pak ganjar bicara dialog sambil melupakan dialog untuk warga wadas;NEGATIF
 mana pak ganjar itu udah dialog ke warga wadas cuman di khianati aja;NEGATIF
tentang ham ganjar membantah prabowo dgn bicara tentang dialog sambil melupakan dialog utk warga wadas;NEGATIF
catatan eks gubernur jawa tengah ganjar pranowo bangun 2 000 desa mandiri energi soal wadas gagal piala dunia u 20 ;NEGATIF
ganjar nilai isu korupsi e ktp pabrik semen rembang dan tambang wadas muncul saat tahun politik ;NEGATIF
 goblok mu narko narko capresmu aja 15an malah ribet ngurusin lawan yg 39an mboh piye syarat jd buzzer nya ganjar ikii opo kudu peko ;NEGATIF
pak ganjar bolehlah usaha mengambil hati milenialnya blusukan ujung ke ujung tapi pas nyampaikan kebebasan berdemokrasi kok seakan akan dulu di wadas gak ada kejadian apa apa ;NEGATIF
anies mancing emosi prabowo diawal awalnya prabowo bisa mengatasi itu tp endingnya panas lagi ganjar tidak terpancing dan fokus ke visi misi dan point plusnya bawa wakil nya trs krn ini tim anies gagal mancing;NEGATIF
ganjar kapan ke wadas jauh2 ke daerah lain daerahnya sendiri kagak ditengok;NEGATIF
pdhl ganjar bisa bahas wadas aja yaa klo ngomongin hak ngomong terbatass ;NEGATIF
kamu yg goblok krg literasi atau gimana kan jls dlm kasus ektp si ganjar clear otakmu sdh sungsang med;NEGATIF
ganjar keliling sabang merauke tp ga ke wadas ;NEGATIF
 program pak ganjar tuh memang g ada yg gagal ganjarsikatkorupsi;POSITIF
ganjar mahfud siap adu gagasan amp memaparkan visi misi bkn buat gimik apa lagi jogat joget alay ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja ;POSITIF
 dukung penculik yg bener aja jgn bodoh lah yetap ganjar mahfud no 3 ;POSITIF
sudah kompak sejak awal melawan produk gagal reformasi dan anak haram konstitusi selanjutnya babat habis korupsi dari indonesia ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja sebelum acara debat capres dilaksanakan ganjar mahfud terlihat kompak kenakan kemeja ;POSITIF
 sudahlah gak usah buat narasi dan opini sampah survey ganjar makin jeblok tuh dan berpotensi gagal ke putaran kedua wkwkwk ;NEGATIF
 anjir kok nama nalar tpi otak gk ada ini sih kelakuam udh persis kek bowo 2019 gapercaya survei pake standar polling bowo dri dulu yg bodoh berubah sekarang jdi pinter ehh sekarang mantan pendukung jkowi yg sekarang dukung ganjar melah berubah jdi bodoh ;NEGATIF
mas ganjar pelindung bagi warga miskin yang haus akan keadilan hukum lanjutgan lanjutgansemuakerja lanjutgansemuamurah ;POSITIF
gertak minta usut kembali kasus e ktp yang melibatkan ganjar pranowo ganjarpranowo korupsiektp ;NEGATIF
gertak minta usut kembali kasus e ktp yang melibatkan ganjar pranowo ganjarpranowo korupsiektp ;NEGATIF
setiap warga miskin adalah fokus utama ganjar karena keadilan harus dirasakan oleh semua lapisan masyarakat lanjutgan lanjutgansemuakerja lanjutgansemuamurah ;POSITIF
 pak ganjar ini sll siaap kapan pun dan kapan pun dmn pun klo ad yg bilang ganjar takut debat wadas dan e ktp itu salah besar donk ;POSITIF
senyuman bpk setya kepada koleganya saat itu bpk ganjar p saat sidang e ktp di pengadilan ;POSITIF
gertak minta usut kembali kasus e ktp yang melibatkan ganjar pranowo ;NEGATIF
anies pernah diduga korupsi prabowo pelanggaran ham ganjar kasus wadas twitrpgm maulidanisbar allin02 rakyatprabowogibranmilennialz rpgm gibrandatangdebat;NEGATIF
gertak minta usut kembali kasus e ktp yang melibatkan ganjar pranowo ;NEGATIF
seperti prabowo ganjar pun memiliki masalah masa lalu yang harus dituntaskan wadas ganjar mengatakan sudah memberi rp11 miliar untuk ketua kelompok yang menolak wadas tpn ganjar pun berjanji akan memprioritaskan persoalan hak korban wadas debatcapres yaa mangat ;NEGATIF
setelah nyungsep amp terjun bebas elektabilitas ganjar amp bajjer recehan skrng muncul tangkapprabowo amp trending wiranto kelihatanya mereka mau memainkan issue usang tentang pelangaran ham padagal dikerahui issue itu pesanan yg tiap tahun muncul tp selalu gagal ;NEGATIF
gertak minta usut kembali kasus e ktp yang melibatkan ganjar pranowo ;NEGATIF
 pak ganjar adalah sosok yg tidak pernah takut untuk berdiskusi tentang apapun mau wadas mau ektp mau apapun itu pak ganjar berani untuk berbicara bukan mengelak ataupun membela diri itu bukti bahwa pak ganjar tidak bersalah makanya beliau tidak takut ;POSITIF
setiap warga miskin berhak mendapatkan bantuan hukum bersama mas ganjar kita perjuangkan hak hak mereka lanjutgan lanjutgansemuakerja lanjutgansemuamurah ;POSITIF
mas ganjar pahlawan bagi warga miskin yang butuh perlindungan hukum bersama beliau kita hadirkan keadilan bagi semua lanjutgan lanjutgansemuakerja lanjutgansemuamurah ;POSITIF
mas ganjar pahlawan bagi warga miskin yang membutuhkan perlindungan hukum bersama beliau kita hadirkan keadilan untuk semua lanjutgan lanjutgansemuakerja lanjutgansemuamurah ;POSITIF
 senyum setnov kepada ganjar pranowo dlm sidang korupsi e ktp mudah dipahami jadi tak seperti senyuman monalisa dlm lukisan picaso yang sampai sekarang masih misteri senyuman setnov tst lah ;POSITIF
 mungkin pak ganjar khawatir ada penonton yang bersorak mengenai ada beberapa kondisi di jateng yg kontroversi saat beliau menjadi gubernur misalnya masalah wadas umr yang rendah dll ;NEGATIF
 ada bukti ganjar mencekik mahasiswa yg bertanya kasus wadas jika tidak ini fitnah untuk menjatuhkan nama baik dan jika fitnah siap2 aja berurusan dngn ;NEGATIF
 orang orang pada ikut ikut aja ganjar kan udah jelas bersih dari kasus e ktp itu ;POSITIF
 apanya yang korupsi ganjar kan jelas jelas clear dari kasus e ktp itu;POSITIF
 lu orang pikir kita semua ini cuman monyet goblok yg bs dibohongin ini akan menambah semangat dan keyakinan kita utk mencoblos pilihan terbaik buat indonesia emas ganjar mahfud murni untuk indonesia emas;POSITIF
ganjar pranowo sahabat warga miskin bersama beliau kita hadirkan keadilan dan perlindungan bagi yang terpinggirkan lanjutgan lanjutgansemuakerja lanjutgansemuamurah ;POSITIF
 wadas dan e ktp bukan kesalahan pak ganjar kenapa juga pak ganjar mau takut apalagi soal debat gaspolll kapanpun hayuuu aja pak ganjar mah;POSITIF
bantuan hukum untuk semua bersama ganjar kita dukung hak setiap warga miskin untuk mendapatkan perlindungan hukum yang layak lanjutgan lanjutgansemuakerja lanjutgansemuamurah ;POSITIF
 ini fakta ya kalau pak ganjar gak takut debat soal apapun dalam poskes nya mamat al katiri isu wadas sudah di bahas tuntas anda tau kan betapa kritis nya so orang mamat alkatiri c9bak gibran yg ada di posisi pak ganjar pasti jawaban nya cuma muter2;POSITIF
ganjar pelindung hak warga miskin setiap langkah bersama beliau adalah langkah mendekatkan indonesia pada keadilan sejati lanjutgan lanjutgansemuakerja lanjutgansemuamurah ;POSITIF
 langsung tancap gas pak tanyain si ganjar masalah wadas prabowo masalah food estate udah kelarr itu 2 paslon wkwkwkw;NEGATIF
bantuan hukum bukan impian tapi hak setiap warga miskin bersama ganjar mari wujudkan keadilan untuk semua bantuanhukum ganjarpresiden ;POSITIF
setiap warga miskin berhak mendapatkan bantuan hukum bersama mas ganjar kita perjuangkan hak hak mereka lanjutgan lanjutgansemuakerja lanjutgansemuamurah ;POSITIF
mas ganjar sudah pernah menghadapi berbagai permasalahan tanah misalnya wadas sebenarnya itu tanggung jawab pusat tapi ia berinisiatif ambil alih saat pusat gagal ia bersedia menanggung beban nama buruk dan semua telunjuk yang jadi menyalahkannya demi memperjuangkan rakyat ;POSITIF
ganjar pranowo siap hadapi pertanyaan soal wadas kendeng dan korupsi e ktp lanjutgan lanjutgansemuakerja lanjutgansemuamurah ganjarsikatkorupsi ganjarmahfud ganjarpranowo gerakcepat mahfudmd indonesiaunggul indonesialebihbaik ;POSITIF
 aduh lae kok makin blunder kampanye nya lae pikir masyarakat itu masih bodoh ya kita tau banteng itu rakus jokowi dulu minta agar jatah mentri pdip 4 aja mak banteng bilang emoh jadi nya 8 mentri apalgi sekarang ganjar hanyalah petugas partai alias aktor jgn2 ;NEGATIF
one more ganjar goblok ga bisa bahasa inggrris ditanya apa jawabmya apa ga nyambung bgt bego;NEGATIF
 iya lah udh tua saki2 an langgar ham gagal sbg menhan cawapresnya ilegal blimbing karbitan yg pilih bego ;NEGATIF
 pendidikan di jawa tengah jg gratis tapi kenyataannya ada sumbangan siluman atao pemerasan ilegal bingung khan mao milih ganjar atao milih penculik atao milih mantan gubernur yg paling bodoh kata google hedeh 2024nasdrunnyungsep;NEGATIF
ganjar pranowo siap hadapi pertanyaan soal wadas kendeng dan korupsi e ktp temponasional;POSITIF
wakil ketua tim pemenangan nasional tpn ganjar mahfud andi widjajanto buka suara terkait masalah wadas yang dianggap menjadi rapor merah ganjar pra ;NEGATIF
 cek track record anies cek program  ke 3 paslon dan jg w paling setuju anies mangguhkan ikn ganjar dr pdip pdip hrs jd tim oposisi jateng miskin dipimpin dia prabowo liat gibran gimana semena nya dia buat aturan  buat kepentingannya send;NEGATIF
ganjar pranowo dulunya ikut terseret dalam kasus e ktp sekarang bisa mencalonkan diri sebagai pemimpin rakyat itu gmn critanya ya ganjarmahfud anti korupsi kasusektp ;NEGATIF
tolong kpk diusut kembali terkait dengan keterlibatannya ganjar pranowo dalam kasus e ktp ganjarmahfud anti korupsi kasusektp ;NEGATIF
setnov aja kemarin nyebut nama ganjar pranowo ya di sidang e ktp kemarin trus juga jejak digital banyak masa masih aja dibiarin sama kpk ganjarmahfud anti korupsi kasusektp ;NEGATIF
wahhh aku sih masih inget banget ya kasus e ktp kemarin nama ganjar pranowo ikut keseret nih gmn sih kpk masa ga diusut ganjarmahfud anti korupsi kasusektp ;NEGATIF
anis antek aseng orba oligarki boneka partai amp radikal mentri dipecat gubernur gagal menang gub pake sara fitnah ahok banyak kasus formula e bansos hibah u radikal 2 t p gebang apbd lebih dll;NEGATIF
kembali diingatkan sama kasus yg menyebutkan nama ganjar pranowo sbg salah satu yg menerima dana korupsi e ktp ganjarmahfud anti korupsi kasusektp ;NEGATIF
 pendukung ganjar jadi goblok gini ;NEGATIF
nama ganjar di sebut sebut juga di kasus korupsi dana e ktp ya waduh bahaya kpk harus segera usut tuntas kasusektp sih ini ganjarmahfud anti korupsi ;NEGATIF
meminta kpk segera panggil dan periksa ganjar pranowo atas dugaan keterlibatan ikut menerima aliran dana skandal korupsi e ktp imbuhnya ;NEGATIF
berdasarkan keterangan dan fakta persidangan kami menuntut kpk untuk mengusut tuntas aliran dana kasus korupsi e ktp yang diduga masuk ke ganjar pranowo 500 000 usd atau setara rp 7 5 miliar jelasnya ;NEGATIF
ia menilai kpk seharusnya tidak berhenti mengungkap kasus korupsi e ktp sampai tuntas dan menyeret seluruh pihak yang terlibat menurutnya hal itu menjadi tantangan besar bagi kpk untuk berani memanggil dan mengungkap keterlibatan ganjar sesuai pernyataan setnov dan nazaruddin;NEGATIF
amril mengingatkan dalam fakta di persidangan pada 8 februari 2018 setnov menjelaskan aliran dana korupsi e ktp yang diterima ganjar berupa 500 000 dolar as atau senilai rp 7 5 miliar ;NEGATIF
keterangan itulah yang kemudian menurut amril masih belum ditindaklanjuti oleh kpk padahal kata dia pernyataan serupa juga disampaikan mantan bendahara umum demokrat m nazaruddin yang melihat ganjar menerima dana korupsi e ktp ;NEGATIF
keterangan setya novanto pada saat di persidangan sempat heboh karena menyebutkan secara gamblang nama ganjar pranowo yang ikut menerima aliran dana korupsi e ktp ujarnya dalam keterangan tertulis senin 11 desember 2023 ;NEGATIF
jakarta gerakan rakyat tangkap koruptor gertak mendesak kpk untuk kembali mengusut kasus korupsi e ktp yang diduga terdapat aliran dana kepada ganjar pranowo ;NEGATIF
kpk didesak kembali usut dugaan korupsi e ktp yang seret nama ganjar pranowo ;NEGATIF
 2 keseringan nyerang gini karna bingung yah gada yang bisa di angkat dari ganjar prestasi gada juga kan wadas piye kabar e ;NEGATIF
ini gmn sih kpk masa ganjar pranowo diloloskan ikut pemilu 2024 nanti padahal kan track recordnya pernah terlibat dalam kasus e ktp ganjarmahfud anti korupsi kasusektp ;NEGATIF
menolak lupa ya kalo dulu pak ganjar pranowo itu disebut sama setnov terkait keterlibatannya dalam kasus e ktp tolong ini kpk diselidiki ganjarmahfud anti korupsi kasusektp ;NEGATIF
katanya sih bersih tapi kenapa dulu rame bnget ya diberitakan kalo ganjar pranowo ikut terseret dalam kasus e ktp sampe namanya pernah disebut sama setnov tolong diusut tuntas ganjarmahfud anti korupsi kasusektp ;NEGATIF
 kadrun goblokk tapi pendukung ganjar kok goblok kuadrat;NEGATIF
kalian sudah pada tahu kasus korupsi e ktp yg menyebutkan nama ganjar pranowo kpk haru bertindak ganjarmahfud anti korupsi kasusektp ;NEGATIF
ga pernah lupa sih krn dulu rame diberitakan kalo ganjar pranowo ikut terseret dalam kasus e ktp tolong kpk diselidiki kembali ganjarmahfud anti korupsi kasusektp ;NEGATIF
 sebagai pendukung pun kita tau dan yakin betul bagaimana seorang ganjar kita bukan orang bodoh atau anak kemaren sore yg asal aja dalam memilih seorang capres keyakinan kpd ganjar adlh sikap tegas kita ;NEGATIF
menolak lupa ya dulu ganjar pranowo ikut terseret namanya dalam kasus e ktp trus skrang mencalonkan diri sebagai pemimpin rakyat gitu ganjarmahfud anti korupsi kasusektp ;NEGATIF
nama ganjar pernah disebut menerima dana terkait perkara e ktp dalam persidangan ganjarmahfud anti korupsi kasusektp ;NEGATIF
dalam persidangan yang digelar pada 4 april 2018 lalu nazaruddin mengaku melihat ganjar menerima dana korupsi e ktp kasusektp ganjarmahfud anti korupsi ;NEGATIF
komisi pemberantasan korupsi kpk diminta tidak melupakan mantan gubernur jawa tengah ganjar pranowo dalam dugaan rasuah pengadaan e ktp ganjarmahfud anti korupsi kasusektp ;NEGATIF
kpk diminta tak lupakan keterlibatan ganjar di kasus e ktp ganjarmahfud anti korupsi kasusektp ;NEGATIF
sugesti gelap sedang menguasai ruang sidang saat ketua dpr mengguncang nama ganjar pranowo dengan tuduhan terlibat kasus korupsi e ktp haruskah indonesia meraja lela dari urat nadi korupsi ganjarmahfud anti korupsi kasusektp ;NEGATIF
kpk jangan lupa loh ini kewajiban kalian untuk memeriksa keterlibatan ganjar pranowo dalam kasus korupsi e ktp yg lalu ganjarmahfud anti korupsi kasusektp ;NEGATIF
situasi persidangan berubah drastis saat nama ganjar pranowo muncul dari mulut ketua dpr yang baru dibongkar mungkinkah ada korupsi e ktp di belakangnya ganjarmahfud anti korupsi kasusektp ;NEGATIF
 p ganjar tidak prnh gentar krn tdk punya beban masa lalu wadas e ktp issue sampah soal apapun issu fitnah yang menyerang dirinya ;POSITIF
sudah terpercaya banyak sekali bukti dan prestasi yang dimiliki pasangan capres cawapres ganjar mahfud beliau bedua sosok yang layak menjadi pasangan presiden dan wakil presiden indonesia selanjutnya gaspol ganjar mahfud untuk indonesia sahabatganjar ;POSITIF
 selalu fokus dukung pak ganjar gk mau tengok urusin capres lain sih ;POSITIF
baliho capres cawapres kerap dicopot paksa kubu ganjar mahfud md jalin koordinasi dengan amin ;POSITIF
 hanya pak ganjar satu satunya capres yang mau menginap di rumah warga yang sederhana;POSITIF
 tanggung cita2x kenapa gak 120persen untk melengkapi ngibulx capres yg suka ngibul tuuuh sudah tau jateng rumah ganjar dan jatim rumah mahfud rekam jejakx jelas mantap dibandingkan calon lain miikiiir ;NEGATIF
 all ini ganjar mahfud pak mahfud cawapres dengan kualitas capres mantap maduramenyambutmahfud;POSITIF
 capres cawapres tidak ada kewajiban mundur dari jabatan tapi hanya izin cuti pada saat kampanye ini berlaku untuk semua kandidat yg saat ini masih menjabat yg tdk sedang menjabat hanya pak anies dan pak ganjar sedangkan yg lain masih menjabat semua ;POSITIF
 pak ganjar mahh emang beda dari capres lainnya beliau selalu dekat dengan rakyat;POSITIF
 jika mahfud memang powerfull dan ibu mega memang tulus napa mahfud cuma dipilih jadi cawapres sekalian aja jd capres krn rekam jejak ganjar ngak kayak mahfud amblas info terakhir hasto ajak nasdem gabung pdip tapi ditolak musik dansa dimatikan krn habis batre ;NEGATIF
contoh kelakuan pendukung capres amerika anies baswedan pendukung anies dan ganjar wataknya sama aja gaduh suka sebar hoax dan penuh kebencian inilah yg buat publik makin muak dengan dua kelompok ini ;NEGATIF
jika mahfud memang powerfull dan ibu mega memang tulus napa mahfud cuma dipilih jadi cawapres sekalian aja jd capres krn rekam jejak ganjar ngak kayak mahfud amblas info terakhir hasto ajak nasdem gabung pdip tapi ditolak musik dansa dimatikan krn habis batre ;NEGATIF
 pemimpinku idolaku sih ini pak ganjar pokoknya yang terbaik capres 2024;POSITIF
 pelan2 bangkitkan indonesia lebh maju dan damai bersmaa capres pak ganjar mantap ;POSITIF
 paling bener udah nanti kalau pilih capres cawapres ganjar mahfud saja yang lebih tegas dan cerdas;POSITIF
ganjar pranowo capres ri 2024 bersilaturahmi ke kediaman syech sayyid abdul rahim assegaf atau dikenal habib puang makka di jalan baji bicara mamajang makassar sabtu 18 11 2023 kedatangan ganjar disambut peluk hangat dari ulama kharismatik itu lalu keduanya melakukan ;POSITIF
 sudah berani ya pak ganjar kalau gak jadi capres dan masih berkawan dengan pak jokowi tentu kasih ponten 10 iya kan tapi hati2 lho ya jangan sampai memercik air didulang terpercik muka sendiri ;NEGATIF
 dimna  pa ganjar selalu di hati dimna  pa ganjar selalu di hargai di hormati karena mereka pendukung yang tulus capres 2024 pa ganjar dan pa mahfud ;POSITIF
ganjar pranowo capres ri 2024 bersilaturahmi ke kediaman syech sayyid abdul rahim assegaf atau dikenal habib puang makka di jalan baji bicara mamajang makassar sabtu 18 11 2023 kedatangan ganjar disambut peluk hangat dari ulama kharismatik itu lalu keduanya melakukan ;POSITIF
 baru kali ini saya membaca motto capres tuanku rakyat hanya dari pak ganjar seorang yg menandakan beliau adalah sosok pemimpin sejati yg bnr  melayani rakyat secara tulus iklas;POSITIF
 alhamdulillah para pekerja sangat senang bertemu dengan pak ganjar capres 2024 ;POSITIF
 capres ny indonesia nih pak ganjar pranowo sosok calon pemimpin yg mempunyai intelektual yg bagus beliau sll tegas dan ramah pd semua org;POSITIF
 khan udah capres ya harus bersama capres lain minimal pak ganjar yang sama sama ugm ngomong ngomong pohon monasnya udah di jual di mana info dong;NEGATIF
 kalau buzzer mau menjatuhkan capres lain pasti dengan serangan negatif bahkan hoa kalau rakyat menilai cukup melihat hasil ganjar selama jadi gubernur jateng 2 periode ada jateng propinsi termiskin di jawa umk buruh terendah di indonesia ;NEGATIF
survei lpi ganjar mahfud unggul head to head lawan pasangan capres lainnya ganjarmahfud2024 ;POSITIF
sedihnya ternyata kualitas seorang direndahkan oleh capres ganjar ;NEGATIF
 inilah sosok capres kita yg keren banget punya kontestasi besar menjadi pemimpin tertinggi di republik ini pak ganjar pun lebih memilih sibuk menyambangi masyarakat mendatangi rumah rumah warga menggelar obrolan kecil untuk menampung aspirasi dan permasalahan mereka ;POSITIF
survei terbaru capres ri anies prabowo ganjar siapa unggul ;POSITIF
 kami warga madura dan semua masyarakat siap dan bersedia memenangkan ganjar mahfud untuk indonesia pasangan capres dan cawapres terbaik maduramenyambutmahfud;POSITIF
 lah kok begitu pak ganjar dari pdip jadi capres gibran juga dari pdip jadi cawapres pak prabowo kok pdi p ngikut kesana kesini sih ;NEGATIF
 pak ganjar adalah capres harapan masyarakat menengah bawah hanya pak ganjar yang mau mendengarkan aspirasi mereka;POSITIF
 saya tetap konsisten tidak dukung capres cawapres kader pdip ganjar kader pdip gibran kader pdip pada main sandiwara rakyat nggak bodoh bodoh amat ttd orang pinggiran ;POSITIF
survei lpi ganjar mahfud unggul head to head lawan pasangan capres lainnya ganjarmahfud2024 ;POSITIF
 para pekerja tangerang senang sekali bertemu dengan pak ganjar capres 2024 ;POSITIF
 bangga sekali capres pak ganjar selalu memberi semangat untuk semua para pekerja ;POSITIF
 capres cawapres kebanyakan drama mending pilih pak ganjar no drama;POSITIF
 kehadiran pak ganjar dalam diskusi interaktif capres 2024 di kalangan alumni universitas negeri makassar mencerminkan komitmen beliau terhadap partisipasi dialog yang berarti ;POSITIF
ganjar presiden ganjar presiden ganjar presiden teriakan dari masyarakat yg mengharapkan masa depan negri ini lebih baik dengar dan dialog langsung dgn masyarakat itulah ciri capres yg saya dukung ;POSITIF
 sosok capres yang hebat dan luar biasa hanya pak ganjar yang bisa menjadi pemimpin;POSITIF
lah yg jdi menkopolhukam kan cawapres nya situ pak ganjar ko di beri nilai 5 piye toh sing sabar ya pa maklum punya capres blunder mulu ;NEGATIF
 pokoknya jangan pilih capres hasil pecatan percaya deh ma saya hahahajaj bravo ganjar mahfud ;NEGATIF
 kuping lu budek sblm dideklarasikan bukankah suara rkyt yg santer terdengar ganjar capres 2024 mega kan tinggal ngalir ikuti suara rakyat klo elu jd ketum parte ya pst elu sndiri ato anaklu yg lu ajuin ngapain ngajuin org lain kampret ngapain ngajuin kader lain ya maju sendiri;NEGATIF
 bangga memiliki pemimpin yang seperti pak ganjar tetap pokus melayani rakyatnya disaat pasangan capres cawapres lain mengumbar janji janji manis;POSITIF
 adapun capres yang hadir hanya dua capres yaitu anies baswedan dan ganjar pranowo terkonfirmasi hadir sementara prabowo subianto berhalangan ;POSITIF
 ganjar melakukan kegiatan yang diprakarsai oleh ikatan keluarga alumni ika universitas negeri makassar unm yang menggelar sarasehan nasional dengan menghadirkan semua calon presiden capres untuk berdialog mengenai demokrasi dan ekonomi di kota makassar;POSITIF
ganjar capres mahfud cawapres kita dukung buat masa depan salam d3mokrasi ;POSITIF
sambutan warga madrasah untuk cawapres mahfud md dan capres ganjar pranowo ganjarpranowo mahfudmd madura ;POSITIF
ijtima ulama hanya undang satu paslon anies baswedan muhaimin iskandar dinilai memenuhi syarat kriteria secara umum apalagi menyangkut ijtima ulama yg lalu bisa dikatakan capres yg dua itu prabowo subianto dan ganjar pranowo tidak memenuhi syarat ;NEGATIF
ganjar capres mahfud cawapres anak muda antusias banget salam d3mokrasi ;POSITIF
simak hasil survei terbaru capres prabowo vs anies vs ganjar cnbc indonesia prabowo prabowounggul;POSITIF
 q kadang heran loe mau dukung ganjar apa tidak itu hak anda tapi kalau masalah partai di pimpin megawati itu hak semua kader partai anda bagaimana bung terus hanya partai pdi yang pertama x memajukan kader jadi capres dan jadi dari dulu mau jadi capres harus ketum bukan kader;NEGATIF
 dari ke 3 capres hanya pak ganjar yg menganggap rakyat adalah tuannya ;POSITIF
 menkopolhukam mahfud md cawapresnya ganjar menteri hukum amp ham yasona laoli dari pdip partainya capres ganjar;POSITIF
 pak ganjar adalah capres harapan masyarakat kelas menengah kebawah hanya pak ganjar yang mau mendengarkan aspirasi mereka;POSITIF
 capres nya oke cawapresnya juga oke emang saling melengkapi ganjar mahfud ini;POSITIF
 saran branding kampanye tua tua keladi makin tua makin jadi cocok untuk ganjar yg rambut nya sudah putih dan pak mahfud yg emang udah sepuh dan sebagai antitesa dari prabowo gibran yg jualan gemoy sok anak muda ;NEGATIF
 permainan apa yg sedang kau mainkan wahai anak muda pendukung capres tua ;NEGATIF
